343,"t","Vegetables 2019 Summary: Released February 13, 2020, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
343,"t","Cantaloupe Production, Price, and Value by Utilization – States and United States: 2017-2019"
343,"h","","","",""
343,"h","","Utilized production","Utilized production","Utilized production"
343,"h","Utilization and State","","",""
343,"h","","2017","2018","2019"
343,"h","","","",""
343,"u","","(1,000 cwt)","(1,000 cwt)","(1,000 cwt)"
343,"d","Fresh market",,,
343,"d","Arizona",3532.5,3749.0,3150.0
343,"d","California",9432.5,8347.5,8200.0
343,"d","Florida",572.0,"(D)","(D)"
343,"d","Georgia",630.0,"(D)","(D)"
343,"d","Indiana 1/",345.0,382.5,"(NA)"
343,"d","North Carolina 1/",246.0,302.9,"(NA)"
343,"d","Pennsylvania 1/",135.0,106.9,"(NA)"
343,"d","South Carolina 1/",279.0,"(D)","(NA)"
343,"d","Texas 1/",220.0,220.0,"(NA)"
343,"d","",,,
343,"d","Other States 2/",-,1494.0,1355.8
343,"d","",,,
343,"d","United States",15392.0,14602.8,12705.8
343,"h","","","",""
343,"h","","Utilized production","Utilized production","Utilized production"
343,"h","Utilization and State","","",""
343,"h","","2017","2018","2019"
343,"h","","","",""
343,"u","","(tons)","(tons)","(tons)"
343,"d","Processing",,,
343,"d","Arizona",-,-,-
343,"d","California",-,-,-
343,"d","Florida",-,"(D)","(D)"
343,"d","Georgia",-,"(D)","(D)"
343,"d","Indiana 1/",-,-,"(NA)"
343,"d","North Carolina 1/",-,-,"(NA)"
343,"d","Pennsylvania 1/",-,-,"(NA)"
343,"d","South Carolina 1/",-,"(D)","(NA)"
343,"d","Texas 1/",-,-,"(NA)"
343,"d","",,,
343,"d","Other States 2/",-,-,-
343,"d","",,,
343,"d","United States",-,-,-
343,"h","","","","","","",""
343,"h","","Price per unit","Price per unit","Price per unit","Value of utilized production","Value of utilized production","Value of utilized production"
343,"h","Utilization and State","","","","","",""
343,"h","","2017","2018","2019","2017","2018","2019"
343,"h","","","","","","",""
343,"u","","(dollars per cwt)","(dollars per cwt)","(dollars per cwt)","(1,000 dollars)","(1,000 dollars)","(1,000 dollars)"
343,"d","Fresh market",,,,,,
343,"d","Arizona",23.90,23.20,25.60,84427,86977,80640
343,"d","California",16.50,22.50,23.50,155636,187819,192700
343,"d","Florida",18.00,"(D)","(D)",10296,"(D)","(D)"
343,"d","Georgia",24.60,"(D)","(D)",15498,"(D)","(D)"
343,"d","Indiana 1/",24.00,22.50,"(NA)",8280,8606,"(NA)"
343,"d","North Carolina 1/",26.00,15.00,"(NA)",6396,4544,"(NA)"
343,"d","Pennsylvania 1/",32.90,38.80,"(NA)",4442,4148,"(NA)"
343,"d","South Carolina 1/",20.50,"(D)","(NA)",5720,"(D)","(NA)"
343,"d","Texas 1/",24.00,23.00,"(NA)",5280,5060,"(NA)"
343,"d","",,,,,,
343,"d","Other States 2/","(X)",23.00,22.20,-,34388,30047
343,"d","",,,,,,
343,"d","United States",19.20,22.70,23.90,295975,331542,303387
343,"c",""
343,"c","See footnote(s) at end of table.","--continued"
