366,"t","Vegetables 2019 Summary: Released February 13, 2020, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
366,"t","Tomato Production, Price, and Value by Utilization – States and United States: 2017-2019"
366,"t","[Tomatillo and greenhouse tomatoes are excluded. Beginning in 2019 all grape tomatoes are included in estimates]"
366,"h","","","",""
366,"h","","Utilized production","Utilized production","Utilized production"
366,"h","Utilization and State","","",""
366,"h","","2017","2018","2019"
366,"h","","","",""
366,"u","","(1,000 cwt)","(1,000 cwt)","(1,000 cwt)"
366,"d","Fresh market",,,
366,"d","California",7315.8,8172.4,6484.8
366,"d","Florida",7988.4,"(D)",7729.8
366,"d","Indiana 1/",32.2,49.4,"(NA)"
366,"d","Michigan 1/",406.6,495.0,"(NA)"
366,"d","New Jersey 1/",689.9,510.2,"(NA)"
366,"d","North Carolina 1/","(D)","(D)","(NA)"
366,"d","Ohio 1/",649.5,561.6,"(NA)"
366,"d","South Carolina 1/",1033.9,1150.8,"(NA)"
366,"d","Tennessee 1/","(D)","(D)","(NA)"
366,"d","Virginia 1/","(D)","(D)","(NA)"
366,"d","",,,
366,"d","Other States 2/",2853.4,8834.3,-
366,"d","",,,
366,"d","United States",20969.7,19773.7,14214.6
366,"h","","","",""
366,"h","","Utilized production","Utilized production","Utilized production"
366,"h","Utilization and State","","",""
366,"h","","2017","2018","2019"
366,"h","","","",""
366,"u","","(tons)","(tons)","(tons)"
366,"d","Processing",,,
366,"d","California",10463839,12284163,11186256
366,"d","Florida",-,"(D)",-
366,"d","Indiana 1/",228489,244530,"(NA)"
366,"d","Michigan 1/",133056,112750,"(NA)"
366,"d","New Jersey 1/",21448,10326,"(NA)"
366,"d","North Carolina 1/","(D)","(D)","(NA)"
366,"d","Ohio 1/",102275,112320,"(NA)"
366,"d","South Carolina 1/",-,-,"(NA)"
366,"d","Tennessee 1/","(D)","(D)","(NA)"
366,"d","Virginia 1/","(D)","(D)","(NA)"
366,"d","",,,
366,"d","Other States 2/",5160,28566,-
366,"d","",,,
366,"d","United States",10954267,12792655,11186256
366,"h","","","","","","",""
366,"h","","Price per unit","Price per unit","Price per unit","Value of utilized production","Value of utilized production","Value of utilized production"
366,"h","Utilization and State","","","","","",""
366,"h","","2017","2018","2019","2017","2018","2019"
366,"h","","","","","","",""
366,"u","","(dollars per cwt)","(dollars per cwt)","(dollars per cwt)","(1,000 dollars)","(1,000 dollars)","(1,000 dollars)"
366,"d","Fresh market",,,,,,
366,"d","California",31.20,27.80,43.10,228253,227193,279495
366,"d","Florida",32.80,"(D)",55.10,262020,"(D)",425912
366,"d","Indiana 1/",75.00,69.00,"(NA)",2415,3409,"(NA)"
366,"d","Michigan 1/",54.80,47.50,"(NA)",22282,23513,"(NA)"
366,"d","New Jersey 1/",53.90,80.90,"(NA)",37186,41275,"(NA)"
366,"d","North Carolina 1/","(D)","(D)","(NA)","(D)","(D)","(NA)"
366,"d","Ohio 1/",56.60,69.90,"(NA)",36762,39256,"(NA)"
366,"d","South Carolina 1/",33.30,39.00,"(NA)",34429,44881,"(NA)"
366,"d","Tennessee 1/","(D)","(D)","(NA)","(D)","(D)","(NA)"
366,"d","Virginia 1/","(D)","(D)","(NA)","(D)","(D)","(NA)"
366,"d","",,,,,,
366,"d","Other States 2/",52.10,50.00,"(X)",148744,442090,-
366,"d","",,,,,,
366,"d","United States",36.80,41.60,49.60,772091,821617,705407
366,"c",""
366,"c","See footnote(s) at end of table.","--continued"
