337,"t","Vegetables 2019 Summary: Released February 13, 2020, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
337,"t","Green Lima Bean Production, Price, and Value by Utilization – States and United States: 2017-2019"
337,"t","[Dry edible beans are excluded. Estimates discontinued in 2019]"
337,"h","","","",""
337,"h","","Utilized production","Utilized production","Utilized production"
337,"h","Utilization and State","","",""
337,"h","","2017","2018","2019"
337,"h","","","",""
337,"u","","(1,000 cwt)","(1,000 cwt)","(1,000 cwt)"
337,"d","Fresh market",,,
337,"d","California",-,-,"(NA)"
337,"d","Delaware","(D)","(D)","(NA)"
337,"d","Illinois","(D)","(D)","(NA)"
337,"d","Maryland","(D)","(D)","(NA)"
337,"d","Oregon","(D)","(D)","(NA)"
337,"d","Virginia",2.8,5.7,"(NA)"
337,"d","Washington","(D)","(D)","(NA)"
337,"d","Wisconsin","(D)","(D)","(NA)"
337,"d","",,,
337,"d","Other States 1/",3.7,1.3,"(NA)"
337,"d","",,,
337,"d","United States",6.5,7.0,"(NA)"
337,"h","","","",""
337,"h","","Utilized production","Utilized production","Utilized production"
337,"h","Utilization and State","","",""
337,"h","","2017","2018","2019"
337,"h","","","",""
337,"u","","(tons)","(tons)","(tons)"
337,"d","Processing",,,
337,"d","California",3045,7680,"(NA)"
337,"d","Delaware","(D)","(D)","(NA)"
337,"d","Illinois","(D)","(D)","(NA)"
337,"d","Maryland","(D)","(D)","(NA)"
337,"d","Oregon","(D)","(D)","(NA)"
337,"d","Virginia",-,-,"(NA)"
337,"d","Washington","(D)","(D)","(NA)"
337,"d","Wisconsin","(D)","(D)","(NA)"
337,"d","",,,
337,"d","Other States 1/",30181,25815,"(NA)"
337,"d","",,,
337,"d","United States",33226,33495,"(NA)"
337,"h","","","","","","",""
337,"h","","Price per unit","Price per unit","Price per unit","Value of utilized production","Value of utilized production","Value of utilized production"
337,"h","Utilization and State","","","","","",""
337,"h","","2017","2018","2019","2017","2018","2019"
337,"h","","","","","","",""
337,"u","","(dollars per cwt)","(dollars per cwt)","(dollars per cwt)","(1,000 dollars)","(1,000 dollars)","(1,000 dollars)"
337,"d","Fresh market",,,,,,
337,"d","California","(X)","(X)","(NA)",-,-,"(NA)"
337,"d","Delaware","(D)","(D)","(NA)","(D)","(D)","(NA)"
337,"d","Illinois","(D)","(D)","(NA)","(D)","(D)","(NA)"
337,"d","Maryland","(D)","(D)","(NA)","(D)","(D)","(NA)"
337,"d","Oregon","(D)","(D)","(NA)","(D)","(D)","(NA)"
337,"d","Virginia",100.00,90.00,"(NA)",280,513,"(NA)"
337,"d","Washington","(D)","(D)","(NA)","(D)","(D)","(NA)"
337,"d","Wisconsin","(D)","(D)","(NA)","(D)","(D)","(NA)"
337,"d","",,,,,,
337,"d","Other States 1/",153.00,130.00,"(NA)",566,169,"(NA)"
337,"d","",,,,,,
337,"d","United States",130.00,97.40,"(NA)",846,682,"(NA)"
337,"c",""
337,"c","See footnote(s) at end of table.","--continued"
