341,"t","Vegetables 2019 Summary: Released February 13, 2020, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
341,"t","Cabbage Production, Price, and Value by Utilization – States and United States: 2017-2019"
341,"h","","","",""
341,"h","","Utilized production","Utilized production","Utilized production"
341,"h","Utilization and State","","",""
341,"h","","2017","2018","2019"
341,"h","","","",""
341,"u","","(1,000 cwt)","(1,000 cwt)","(1,000 cwt)"
341,"d","Fresh market",,,
341,"d","Arizona","(D)","(D)","(D)"
341,"d","California","(D)",4828.0,"(D)"
341,"d","Florida",3065.0,3172.0,"(D)"
341,"d","Georgia","(D)","(D)","(D)"
341,"d","Michigan","(D)",686.4,608.9
341,"d","New York",4653.9,3663.3,"(D)"
341,"d","North Carolina 1/",756.0,606.0,"(NA)"
341,"d","Texas",1800.0,1350.0,"(D)"
341,"d","Wisconsin","(D)","(D)","(D)"
341,"d","",,,
341,"d","Other States 2/",9490.0,2991.3,18321.2
341,"d","",,,
341,"d","United States",19764.9,17297.0,18930.1
341,"h","","","",""
341,"h","","Utilized production","Utilized production","Utilized production"
341,"h","Utilization and State","","",""
341,"h","","2017","2018","2019"
341,"h","","","",""
341,"u","","(tons)","(tons)","(tons)"
341,"d","Processing",,,
341,"d","Arizona","(D)","(D)","(D)"
341,"d","California","(D)",-,"(D)"
341,"d","Florida",-,-,"(D)"
341,"d","Georgia","(D)","(D)","(D)"
341,"d","Michigan","(D)",30433,45900
341,"d","New York",30832,7878,"(D)"
341,"d","North Carolina 1/",-,-,"(NA)"
341,"d","Texas",-,-,"(D)"
341,"d","Wisconsin","(D)","(D)","(D)"
341,"d","",,,
341,"d","Other States 2/",170681,57761,88524
341,"d","",,,
341,"d","United States",201513,96072,134424
341,"h","","","","","","",""
341,"h","","Price per unit","Price per unit","Price per unit","Value of utilized production","Value of utilized production","Value of utilized production"
341,"h","Utilization and State","","","","","",""
341,"h","","2017","2018","2019","2017","2018","2019"
341,"h","","","","","","",""
341,"u","","(dollars per cwt)","(dollars per cwt)","(dollars per cwt)","(1,000 dollars)","(1,000 dollars)","(1,000 dollars)"
341,"d","Fresh market",,,,,,
341,"d","Arizona","(D)","(D)","(D)","(D)","(D)","(D)"
341,"d","California","(D)",37.60,"(D)","(D)",181533,"(D)"
341,"d","Florida",15.50,19.80,"(D)",47508,62806,"(D)"
341,"d","Georgia","(D)","(D)","(D)","(D)","(D)","(D)"
341,"d","Michigan","(D)",14.00,19.00,"(D)",9610,11569
341,"d","New York",15.00,14.00,"(D)",69809,51286,"(D)"
341,"d","North Carolina 1/",15.10,16.70,"(NA)",11416,10120,"(NA)"
341,"d","Texas",17.80,20.30,"(D)",32040,27405,"(D)"
341,"d","Wisconsin","(D)","(D)","(D)","(D)","(D)","(D)"
341,"d","",,,,,,
341,"d","Other States 2/",24.20,17.90,26.40,229785,53572,483426
341,"d","",,,,,,
341,"d","United States",19.80,22.90,26.10,390558,396332,494995
341,"c",""
341,"c","See footnote(s) at end of table.","--continued"
